"H3_c12","H3K18ac_c12","H3K27ac_c12","H3K27me3_c12","H3K36me3_c12","H3K4me1_c12","H3K4me3_c12","H3K9ac_c12","H4K5ac_c12","H4K8ac_c12","input_c12","input_c14a","input_c14c","input_c8","wt_H3","wt_H3K18ac","wt_H3K4me1","wt_ZLD","bcd1","cad1","D1","da2","dl3","ftz3","gt2","h1","hb1","hkb1","kni1","kr1","mad2","med2","prdBQ","prdFQ","run1","shn2","slp1","sna1","tll1","twi1","z2"
11,14,2,2,14,4,0,6,11,2,18,18,20,8,22.55,40.182,15.3,19.22,0,0,0,1.3335,1.04798,0,0,0,0,0,0,0,1.32125,0,0,1.2048,0,0,0,0,0,0,0
8,8,29,27,35,33,59,9,15,9,12,18,23,10,15.8,45.51,64.26,52.08,0,0,1.29656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,15,27,38,24,16,35,9,21,7,17,18,23,10,26.2,51.393,80.58,223.262,0,0,2.38379,2.08889,3.07791,0,0,1.5272,1.24856,2.11514,0,1.44639,1.31989,2.4953,1.26698,1.37796,1.55594,0,0,0,2.07632,1.64244,0
14,29,14,47,21,19,33,11,14,6,20,18,27,9,35.05,64.38,89.76,127.1,0,0,1.40692,1.61635,0,1.68246,0,0,0,0,0,1.78771,1.32285,1.23343,0,1.20599,0,0,1.54195,0,0,1.28587,1.20873
19,27,18,22,25,14,40,11,13,11,24,20,24,8,21.65,58.83,129.438,102.92,0,1.84422,1.63912,1.59374,4.27293,0,0,2.20892,0,2.41663,0,1.42771,0,2.50461,1.35147,1.31502,1.37718,0,2.99736,0,0,1.40071,0
25,25,24,36,23,11,56,14,22,11,27,28,26,11,38.8,73.26,129.438,88.04,0,1.82707,1.63912,1.58399,4.27293,0,0,2.16771,0,2.41663,0,1.40012,0,2.50461,1.33107,1.31157,1.35374,0,2.99736,0,0,1.40071,0
16,25,26,39,23,14,56,10,17,7,20,24,20,8,26.7,30.747,47.94,84.32,0,0,0,0,1.03687,0,0,0,1.25565,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,14,14,21,20,12,44,9,18,8,19,24,24,14,27.35,45.51,53.04,64.728,0,0,0,0,1.06998,0,0,1.63624,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16414,0
15,21,20,35,26,12,37,8,20,8,18,25,21,8,21.45,37.74,66.3,68.82,0,0,0,0,1.01772,0,0,1.6649,0,0,0,0,0,0,0,0,0,0,0,0,0,1.46591,0
13,19,27,35,16,20,61,12,16,9,28,21,23,8,37.45,59.496,67.728,40.92,0,0,1.39187,2.40776,1.54934,0,2.69825,1.55698,1.8006,0,0,1.64508,0,1.34056,0,0,0,0,2.2104,0,0,2.10943,0
13,17,25,61,19,20,52,10,18,9,30,25,23,16,32.3,65.49,59.16,65.72,0,1.61215,3.56151,4.38995,4.34058,1.55083,0,2.46414,2.02386,2.63402,0,1.45133,1.63108,3.76229,1.44085,1.50068,1.82216,0,1.42812,1.30921,0,5.67632,0
7,48,24,34,31,20,83,15,19,13,22,25,25,7,23.4,111,104.04,369.768,0,1.41572,1.45249,1.49705,1.26123,0,1.99382,0,1.25874,1.66296,0,1.42457,0,1.51976,0,0,0,0,1.32717,0,0,2.45743,1.30034
14,30,18,34,35,16,35,11,15,14,19,30,25,11,28.8,111,104.04,369.768,0,0,1.604,1.49705,1.32089,0,2.17035,0,1.25304,0,0,1.42457,1.33002,1.5066,0,0,1.3547,0,0,0,0,2.45743,0
14,30,24,36,22,24,16,17,14,14,22,29,26,13,28.05,79.92,89.76,27.28,0,0,1.65341,1.26311,1.56751,0,1.75888,0,0,0,0,0,1.33002,1.23457,0,0,1.35703,0,0,0,0,1.30722,0
24,29,19,8,8,16,49,21,16,10,22,24,21,13,29.25,84.36,51.816,127.844,0,0,1.42837,3.53553,2.72674,0,1.91396,0,0,2.0506,0,1.79648,0,1.80771,1.22118,1.20037,0,0,0,0,0,2.65813,0
9,16,17,18,30,9,52,6,15,4,12,15,16,12,14.55,26.64,0,50.84,0,0,1.25592,0,1.16248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,23,20,18,29,22,56,15,18,9,19,26,21,19,34.5,33.411,62.016,37.82,0,0,1.20783,1.27068,1.06081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,15,23,44,29,11,70,15,18,9,17,26,21,11,26.05,50.727,33.66,101.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.993609,0
14,17,27,40,24,6,40,10,14,7,28,15,23,13,24.55,68.82,48.96,75.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,16,44,74,64,21,89,13,20,10,27,21,23,11,28.9,54.39,87.72,59.52,0,0,0,0,0,0,0,0,0,0,0,1.31375,0,0,0,0,0,0,0,0,0,0,0
16,26,18,46,33,15,44,13,24,17,31,22,25,11,33.95,53.28,85.68,100.44,0,0,1.22717,0,1.13926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.20156
14,15,21,46,23,14,44,15,20,12,31,22,26,10,27.45,34.41,72.42,110.98,0,0,1.19929,1.41653,1.11555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.869472,1.27198
15,14,18,41,15,20,33,14,18,7,20,19,24,15,29.85,41.07,28.56,139.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,15,18,29,13,21,33,13,25,10,20,20,24,15,25.3,41.07,71.4,66.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,29,49,27,31,19,47,13,27,8,21,25,31,15,39,68.82,71.4,33.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,12,29,42,20,14,54,10,18,7,29,25,31,10,39,68.82,49.98,85.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18029,0,0,0,0,0,0,0
14,21,29,47,22,14,60,23,18,8,29,22,26,13,28.95,28.86,24.48,89.28,0,1.61089,1.31684,0,0,0,0,0,0,0,0,0,0,0,0,1.14795,0,0,0,0,0,0,0
13,23,17,67,44,29,87,15,19,10,18,19,29,11,33,57.72,44.88,31.62,0,0,1.36472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,25,34,53,43,29,87,13,18,8,19,18,26,11,24.65,34.41,23.46,95.108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,30,26,53,28,20,66,10,19,10,19,26,23,11,37.1,55.5,56.1,95.108,0,0,0,1.21489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22684
14,30,31,51,10,18,75,18,21,9,24,24,25,15,35.4,111.111,72.42,78.74,0,0,0,2.56533,0.97832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22039
17,39,15,44,33,36,73,18,19,14,29,24,29,14,34.9,106.116,51,92.38,0,0,1.23482,1.31818,1.08878,0,0,0,0,0,0,0,0,0,1.20372,1.23933,0,0,0,0,0,2.64234,0
15,39,32,42,25,20,73,19,21,14,22,24,29,14,34.9,106.116,64.668,102.362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,22,21,7,8,13,115,7,20,10,15,27,16,8,18.5,43.29,65.28,75.02,0,0,0,0,0,0,0,0,0,0,0,0,1.17226,0,0,0,1.19636,0,0,1.34175,0,1.16075,0
13,14,10,15,8,14,47,19,9,4,27,20,26,15,40.25,58.83,41.82,21.08,0,0,0,0,1.11235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,23,15,20,12,22,63,15,16,8,16,22,25,14,29.25,47.73,80.58,17.98,0,0,0,0,0,0,0,0,0,0,0,1.21428,0,0,0,0,0,0,0,0,0,0,0
16,2,12,23,8,20,11,6,12,4,27,21,21,10,32.05,34.41,18.36,42.78,0,0,0,0,1.11235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,14,37,41,27,13,87,11,20,6,20,19,24,13,27.65,33.3,62.22,40.92,1.29521,0,1.1992,1.2633,1.10689,0,0,0,1.41291,0,0,0,0,1.30129,0,1.2011,0,0,1.63678,0,0,1.29964,0
14,29,12,37,90,19,68,10,18,8,29,24,22,11,31.3,61.05,53.04,90.52,0,1.87672,1.73809,2.74239,2.12654,1.59844,2.98774,0,0,0,0,1.37279,1.26563,1.83364,2.17054,2.35991,2.10237,0,1.63941,0,2.29006,1.62101,0
14,11,37,39,14,31,87,11,14,6,19,19,22,8,21.8,23.31,34.782,35.34,1.29521,0,1.1992,1.2633,1.10689,0,0,0,1.40299,0,0,0,0,0,0,1.19097,0,0,1.63678,0,0,1.29964,0
16,25,25,23,1,30,33,13,19,7,26,21,23,9,39.15,48.84,39.78,48.98,0,0,1.26405,1.45593,0,0,0,0,1.27146,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,13,23,13,26,14,46,11,14,4,15,21,23,10,21.55,69.93,21.42,25.42,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23777,0,0,0,0,0,0,0,0,0
18,4,6,3,10,7,78,19,15,7,20,20,20,9,41.95,27.75,26.52,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21709,0,0,0,0,0,0,0,0,0
16,12,20,25,8,12,21,14,9,3,17,18,19,9,33.5,88.8,36.72,29.76,0,0,1.20362,0,0,0,0,0,1.29016,0,0,0,0,0,0,0,0,0,0,0,0,1.16375,0
16,17,24,25,20,16,47,24,10,4,18,19,22,8,33.5,88.8,47.43,36.58,0,0,1.29237,0,0,0,0,0,1.29016,0,0,1.33237,0,0,0,0,0,0,0,0,0,1.15411,0
16,26,15,36,17,26,44,19,23,8,22,22,28,12,36.45,89.91,102,80.6,0,0,1.68276,1.6799,1.63938,0,0,0,0,0,0,1.52283,0,1.2135,0,0,0,0,0,0,0,2.54329,1.29387
13,17,24,20,20,16,59,24,10,4,18,19,22,7,28.85,69.153,47.43,46.5,0,0,1.29237,0,0,0,0,0,0,0,0,1.33237,0,0,0,0,0,0,0,0,0,0,0
18,12,37,36,8,21,63,14,24,12,21,28,29,15,27.95,68.376,62.22,139.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,25,25,37,26,13,63,10,23,13,21,30,25,15,29.35,68.376,92.82,42.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24818,1.27341
18,44,15,34,16,28,9,18,16,12,27,25,20,13,34.9,64.602,54.06,142.6,0,0,1.19347,1.50386,1.10642,0,0,0,0,1.53398,0,0,0,1.26148,1.50226,1.56178,1.61478,2.03901,0,0,0,2.18449,1.16094
16,14,18,41,22,20,14,15,15,5,19,27,19,9,42.5,22.2,41.82,75.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21993,0,0,0,0,0,0,0,0
20,47,27,34,38,23,23,18,20,21,24,25,26,14,32.75,63.27,79.56,79.98,0,4.91641,5.33679,4.24806,3.24578,1.9361,3.62503,1.80357,2.19129,2.59711,1.68877,2.76535,1.28711,3.14349,2.73101,3.10526,1.99286,0,2.06048,1.71096,2.59802,3.49648,0
13,59,30,42,38,48,37,28,24,21,22,26,38,11,27.45,99.456,165.24,837.868,1.30471,7.05014,7.95031,7.77578,5.97231,2.28813,5.77698,3.17288,4.19876,4.1302,2.86683,3.81584,1.71833,6.94215,6.03547,7.4932,4.19267,0,2.40398,2.68883,3.70275,7.98768,1.53258
15,38,87,42,32,16,30,18,21,16,21,25,38,12,23.95,99.456,216.24,1474.98,1.29854,6.63763,9.70763,13.2959,9.07882,2.66614,6.9912,4.74773,4.44621,5.15314,2.72988,8.63168,2.05387,8.89726,2.88276,3.71527,4.87127,0,3.26946,2.63088,6.2415,8.85899,1.4065
16,66,75,13,12,30,61,20,25,28,23,25,31,12,40.25,135.642,190.638,1431.08,0,5.05538,9.70763,12.9948,8.94631,2.54694,6.95051,4.74773,4.44621,5.15314,2.68947,8.50917,2.05387,8.78765,2.55379,3.14329,4.78726,0,4.38052,2.63088,5.56484,8.55448,1.36404
14,15,14,8,8,23,18,17,16,18,20,24,19,9,24.25,63.27,22.44,164.672,1.24484,2.76998,2.76682,2.06788,4.63197,0,0,1.83862,1.39633,2.10143,0,1.38879,1.55022,3.31643,1.72108,1.74699,1.76342,0,2.0777,0,2.23212,2.21612,1.44728
20,21,26,40,14,21,59,16,18,14,29,27,28,15,31.2,34.41,67.32,99.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.30671,1.22265
14,13,25,8,20,21,7,6,22,5,12,22,14,8,28.15,45.51,16.32,43.4,0,0,0,0,0,0,0,0,0,0,0,0,1.2938,0,0,0,0,0,0,1.25371,0,0,0
18,33,18,17,41,18,94,14,21,9,27,26,25,8,33.25,34.41,62.424,13.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,9,18,17,64,7,33,14,20,9,16,28,25,10,34.6,35.52,38.76,118.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,27,13,47,44,15,111,10,18,9,24,27,26,9,32,72.372,48.96,53.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,16,20,47,21,13,63,17,18,9,29,24,20,9,32.5,72.372,17.34,53.32,0,0,1.26434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,16,32,36,21,13,42,11,16,8,20,22,23,12,32.5,88.8,54.06,74.4,0,0,0,0,1.04414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,15,39,23,20,28,42,15,20,7,20,33,34,13,41.3,57.72,58.14,62.62,0,0,0,1.19039,1.06337,0,0,0,0,0,0,1.27189,0,0,0,0,0,0,0,0,2.11493,0,0
9,16,40,18,24,26,40,18,22,8,20,19,21,13,33.9,63.603,21.42,58.28,1.25583,0,0,0,0,0,0,0,0,0,0,1.35501,0,1.36668,1.15001,1.2428,0,0,0,0,0,0,0
10,8,17,27,12,7,0,4,10,6,13,18,18,7,12.5,31.08,19.38,13.64,0,0,1.11278,1.2088,0.986043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12187,0
15,28,40,29,25,15,82,18,17,6,24,16,23,9,23.8,68.376,49.776,34.1,0,0,1.31082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,14,10,36,71,16,68,15,17,7,19,18,20,11,19.5,51.06,33.66,143.22,0,0,1.21937,0,2.57586,0,0,0,1.45552,0,0,1.40771,0,0,0,0,0,0,0,0,0,0,1.20965
14,23,10,36,26,16,30,15,14,6,16,23,29,11,20,58.275,40.8,52.7,0,1.85923,1.74896,0,1.18332,0,0,0,0,0,0,1.88158,0,0,0,0,0,0,0,0,0,0,0
9,19,19,16,33,13,47,9,13,6,20,24,29,8,20,43.29,35.7,47.74,0,1.48542,1.24108,0,1.06911,0,0,0,0,0,0,1.31303,0,0,0,0,0,0,0,0,0,0,0
20,16,36,31,16,11,52,18,18,5,20,23,25,10,31.6,24.42,64.26,37.2,1.23818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,18,27,25,37,11,47,15,21,8,34,25,19,8,29.6,47.73,69.36,91.76,0,1.75928,1.59727,1.7209,1.81036,5.52113,0,0,0,0,0,1.34079,1.3389,1.91831,1.20701,0,0,0,1.62646,1.41948,0,1.35134,0
5,7,3,12,21,10,16,2,19,4,8,14,16,4,14.6,44.4,58.14,0,0,1.7276,1.66739,2.9385,2.10127,2.00732,1.92723,0,0,0,0,0,0,1.6796,0,0,0,0,0,0,2.07601,1.5792,1.24207
9,12,14,8,1,1,30,2,13,6,12,9,13,5,56.4,26.64,83.64,129.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,21,25,34,18,16,89,16,18,10,20,19,18,12,33.05,33.3,42.84,61.132,0,0,0,0,0,0,0,0,0,0,0,1.48574,0,0,0,0,0,0,0,0,0,0,0
9,19,29,3,19,13,72,10,11,15,17,28,17,10,18.75,105.45,103.02,339.45,1.32499,2.52178,1.73539,0,1.83274,0,3.1335,0,2.68267,1.61006,0,2.49654,0,1.47882,0,0,0,0,0,0,4.36797,1.26416,0
18,32,23,41,27,26,40,9,18,9,23,18,32,14,31.7,89.577,67.626,78.74,0,0,0,0,0,0,0,0,0,0,0,1.33968,0,0,0,0,0,0,0,0,0,0,0
7,14,21,3,30,11,40,15,15,6,19,13,18,14,14,42.846,85.68,33.48,0,1.86372,1.53004,0,1.28601,0,0,0,0,0,0,1.24956,0,0,1.13213,0,0,0,0,0,0,1.13397,0
12,27,24,23,19,21,30,11,18,10,21,16,21,11,22.25,44.4,36.72,91.14,0,0,0,0,1.1143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,5,14,20,53,14,59,12,16,7,16,16,22,9,16.95,52.17,30.6,48.98,0,0,1.20476,0,1.02023,0,0,0,0,0,0,1.40125,0,0,0,0,0,0,0,0,0,0,1.2579
7,17,16,23,8,14,54,13,21,5,20,18,24,12,19.2,51.06,78.54,83.7,1.39536,1.81039,1.23034,0,1.30201,0,0,0,0,2.22627,0,1.40125,0,0,0,0,0,0,0,0,0,1.11499,1.26036
11,16,30,10,18,14,14,13,11,7,20,18,19,12,13.05,75.924,78.54,83.7,0,2.10834,1.88303,0,1.79169,0,0,0,0,2.22627,0,1.29913,0,1.19929,0,0,0,0,0,0,0,1.20892,1.24273
18,17,17,46,75,22,125,26,20,9,24,23,20,13,29.95,58.83,52.02,48.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,12,15,12,12,14,132,12,12,8,16,21,14,10,15.7,65.49,79.56,107.88,0,1.73231,1.63756,0,1.44122,0,0,0,0,2.12016,0,1.28236,0,0,1.36713,1.33073,0,0,0,0,0,1.1549,1.35168
8,4,15,5,25,14,33,8,18,5,15,10,18,7,13.5,13.32,42.84,30.38,0,0,0,0,1.15756,0,0,0,0,0,0,1.28275,0,0,0,0,0,0,0,0,0,0,0
10,19,30,27,17,7,52,16,21,5,17,13,22,12,15.9,66.6,39.78,34.72,0,0,0,0,0,0,0,0,0,0,0,1.31571,0,0,0,0,0,0,0,0,0,0,0
10,19,17,30,8,14,70,7,21,6,19,13,23,12,16.75,51.06,49.98,58.156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1234,1.50204
15,27,13,16,14,24,61,6,13,6,28,19,22,8,27,75.48,55.08,48.98,0,0,0,0,1.04204,0,0,0,0,0,0,0,0,1.4811,0,0,0,0,0,0,0,0,0
8,22,29,25,25,5,35,8,15,5,12,17,22,7,18.45,59.94,39.78,52.08,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21983,0,0,0,0,0,0,0,0,0
12,15,27,7,32,15,18,9,19,7,18,13,20,10,24.35,53.28,51,21.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,15,12,15,8,18,61,12,21,8,16,13,17,9,15.95,51.06,40.8,17.36,0,2.11552,1.50025,1.23944,1.55092,0,0,0,0,0,0,1.35732,0,1.72183,0,0,0,0,0,0,0,0,0
13,16,13,39,41,18,59,11,14,6,12,14,15,11,15.85,106.338,19.38,57.04,0,2.48132,1.73523,0,1.82439,0,2.46238,0,0,0,0,1.31079,0,1.60674,0,0,0,0,2.13772,0,0,1.1745,1.63922
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,9,18,26,8,23,44,15,17,6,24,25,25,10,35.7,27.75,62.628,83.7,0,0,1.30506,1.2042,1.24857,0,0,0,0,0,0,0,1.30931,0,1.27267,1.14713,1.3464,0,0,0,0,1.24374,0
20,13,26,47,45,27,26,10,17,7,27,17,22,13,28.5,42.18,52.02,99.82,0,0,1.30506,1.25146,1.11223,0,0,0,0,0,0,0,1.3067,1.27987,0,1.17177,1.32293,0,0,0,0,1.24374,0
17,13,20,76,45,14,40,15,18,7,27,24,26,20,31.2,34.41,73.134,60.76,0,0,0,1.32836,1.06744,0,0,0,0,0,0,0,0,1.27987,1.21867,1.38079,0,0,0,0,0,1.13267,1.20298
14,13,12,29,11,21,35,15,15,7,23,21,21,13,21.8,37.74,67.422,30.38,0,0,0,1.17346,0,0,0,0,0,0,0,0,0,0,1.21383,1.37803,0,0,0,0,0,0,1.19641
14,17,24,34,11,26,23,11,19,7,19,20,20,11,36.6,65.49,45.9,121.52,0,0,0,1.29375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,12,21,35,20,18,61,23,19,10,27,23,28,11,36.8,33.3,77.52,80.6,0,0,0,0,1.08274,0,0,0,0,0,0,0,1.35395,0,0,0,0,0,0,0,0,0,0
18,17,30,16,21,12,61,19,17,10,22,27,29,11,36.8,38.85,77.52,86.366,0,0,1.19881,1.16174,1.109,0,0,0,0,0,0,0,1.43134,0,0,0,1.48578,0,1.35231,1.18145,0,0,0
16,17,57,50,30,21,23,12,22,12,17,22,30,10,32.25,70.152,69.564,67.58,0,0,0,0,1.10474,0,0,1.46669,0,0,0,0,1.327,0,0,0,1.40588,0,0,0,0,0,1.22416
14,23,19,28,30,6,33,10,18,7,19,22,23,11,20,35.52,82.11,102.92,0,0,1.27777,0,1.37547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.65391,0
12,18,27,50,34,10,63,18,26,10,21,23,23,10,23.9,51.06,83.844,197.532,1.25316,1.99736,3.07328,1.99377,1.61321,0,3.37785,1.5369,0,3.53552,0,1.98476,1.58064,2.09501,0,1.2044,0,3.94718,0,0,2.40279,2.28115,0
15,19,52,39,22,20,73,14,21,9,20,24,23,9,27.1,75.48,109.14,153.76,1.84423,1.82553,2.32239,1.78008,1.67252,0,4.75517,2.3978,1.48815,2.4552,0,1.63571,0,1.60999,1.29285,0,1.88947,2.76109,2.07654,0,4.50822,1.97625,1.29037
15,19,23,39,29,29,40,12,17,9,20,21,24,11,31.1,46.62,122.4,117.18,1.05239,1.73736,3.32844,1.33666,1.42227,0,2.85074,1.33597,0,1.90964,0,1.59631,0,1.36911,1.24209,1.22777,1.38263,1.57547,1.65656,0,3.01437,1.20739,1.24083
12,15,30,18,17,18,34,5,16,4,13,15,15,9,28.3,26.64,53.04,38.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,15,32,35,16,18,28,15,17,15,29,22,22,12,35.8,45.51,122.4,163.556,0,1.94141,2.00425,3.96601,4.29334,0,3.56604,1.44113,1.5657,2.09173,0,1.57784,1.32903,3.08528,2.05409,2.36785,1.59811,0,0,0,2.07168,3.11724,1.33514
16,38,44,26,16,11,49,13,18,13,32,24,28,12,23.65,91.908,92.82,145.08,0,1.94893,2.32491,4.31033,4.20423,0,5.8455,1.43462,1.44264,1.97654,0,1.59421,1.45853,3.10276,2.07731,2.43588,1.70402,0,0,0,1.88125,3.28139,1.32213
16,39,30,29,50,20,63,13,18,13,22,25,25,10,31.85,58.941,69.054,77.5,0,1.55557,0,1.08578,1.11266,0,1.91103,0,0,1.35402,0,0,0,0,0,0,0,0,0,0,0,0,0
18,53,53,35,50,32,47,26,22,23,24,25,34,13,52.55,88.8,202.98,858.39,1.92366,5.66009,3.29462,4.12259,3.23342,1.99341,3.21008,1.62379,1.54909,5.1482,0,2.01812,1.46722,2.47296,1.413,1.76038,2.15432,2.14266,0,1.93141,3.01865,1.83787,0
14,26,24,36,37,18,52,10,15,20,24,20,26,10,28.75,91.242,93.84,79.36,1.2378,1.6774,1.4102,2.97279,1.46173,0,0,1.39221,0,0,0,0,1.36198,1.36459,0,1.14145,1.5252,0,0,0,1.86868,2.33196,0
17,26,31,31,22,22,52,14,17,16,26,23,23,10,25.7,37.74,93.84,77.5,1.40214,1.89464,1.4854,3.08185,1.67092,0,2.08963,1.47893,0,1.55074,0,0,1.48691,1.46806,0,1.16521,1.73737,0,0,0,2.01297,2.60711,0
12,14,31,22,37,20,59,9,16,7,19,25,24,9,29.55,95.904,81.6,109.74,0,2.25318,1.88192,2.42598,1.68938,0,2.08267,0,0,1.4991,0,1.7497,0,1.34801,4.13915,4.94864,1.7656,0,0,0,1.94805,1.92363,0
8,21,7,3,5,15,16,10,10,12,13,18,18,5,17,34.41,36.924,26.66,0,1.76238,1.96176,1.65975,3.55238,0,1.6653,1.73062,0,1.72863,0,1.5649,1.28295,2.48347,1.29281,0,0,0,1.60066,1.46883,1.81653,1.59434,1.2808
15,24,19,34,6,22,26,14,27,14,23,24,26,12,27.45,74.37,75.48,262.88,0,1.85678,2.08075,2.7631,4.26433,0,1.89672,2.03434,0,2.39693,0,1.63425,1.30695,2.7102,1.33253,1.23489,0,0,3.15387,2.02584,2.14427,1.96603,1.28628
18,11,22,27,32,14,33,10,16,7,19,25,27,8,26.8,65.49,40.8,62.62,0,0,1.29233,1.4595,1.28617,0,0,0,0,1.46641,0,1.85559,0,1.26107,1.19479,1.13823,1.31858,0,2.16866,0,0,1.22637,0
13,19,52,29,41,12,73,17,17,12,25,22,31,9,33.3,81.474,112.2,75.64,0,1.53864,1.24823,1.51068,1.13487,0,1.43841,0,0,2.26164,0,1.43619,0,0,0,0,0,0,0,0,0,2.36974,1.19649
18,11,20,27,37,15,87,17,19,10,23,27,27,10,25.05,47.73,28.458,111.6,0,0,1.2315,1.15803,0,0,0,0,0,0,0,0,1.31699,0,0,0,0,0,0,0,0,0,0
16,24,38,18,19,11,61,12,16,11,20,24,26,17,30,41.07,47.94,65.1,0,1.5841,1.3828,0,0,0,1.65893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,33,15,25,44,20,75,10,21,13,24,27,29,11,28.1,80.142,56.1,62.62,0,2.0556,1.47577,1.22813,1.1999,0,2.01015,0,0,0,0,1.44544,0,0,1.26388,1.40108,0,0,0,0,0,1.79925,1.20963
15,24,38,45,20,11,94,18,19,10,24,30,25,12,31.7,75.147,114.648,160.58,0,1.77501,2.27214,1.78141,1.95807,0,2.00141,1.47158,0,2.33771,0,1.30043,0,1.7156,1.19601,1.20673,1.08543,0,3.33922,0,1.91047,1.93312,0
10,23,32,21,65,15,42,13,17,9,25,21,21,9,25.2,53.28,86.088,186,0,6.21234,8.73083,1.57795,2.24513,0,6.51628,0,0,2.95919,0,1.78611,0,1.70415,1.16521,1.16548,1.33487,0,4.28822,0,2.18965,2.22966,0
15,15,15,35,13,10,73,14,25,9,22,31,21,11,23.7,67.71,90.78,29.76,0,1.86358,2.4562,2.05853,1.88984,0,0,0,1.40812,0,0,0,0,1.56282,1.29031,1.18652,0,0,1.62505,0,0,3.74508,1.23317
16,16,36,35,45,11,47,18,23,12,20,30,23,14,34.6,123.21,121.38,89.838,0,1.64984,1.69827,2.05853,1.88984,0,0,0,1.33459,0,0,0,0,1.52252,1.20528,1.15896,0,0,1.62328,0,0,3.56169,1.22751
